title,gross
Amazing Grace: Jeff Buckley,N/A
Amazing Journeys,N/A
"Amazing Mr. Bickford, The",NA
"Amazing Mr. Blunden, The",N/A
"Amazing Mr. Nordill, The",N/A
"Amazing Mr. Williams, The",N/A
"Amazing Mr. X, The",N/A
"Amazing Mrs. Holliday, The",N/A
"Amazing Panda Adventure, The",N/A
"Amazing Quest of Ernest Bliss, The",NA
Amazing Tails 1,NA
"Amazing Transparent Man, The",N/A
Amazing World of Ghosts,N/A
"Amazing World of Psychic Phenomena, The",N/A
Amazon,NA
Amazon Quest,N/A
Amazon Warrior,N/A
Amazon Women on the Moon,"548,696"
Amazone,N/A
Amazones,N/A
Amazones 2000,N/A
"Amazones du temple d'or, Les",NA
Amazons,N/A
Amazons and Gladiators,N/A
"Amazzoni - donne d'amore e di guerra, Le",NA
"Ambassade, L'",N/A
Ambassador Bill,N/A
"Ambassador's Daughter, The",N/A
"Ambassador, The",N/A
Ambavi Suramis tsikhitsa,NA
Amber,NA
"Ambizioso, L'",NA
Amblin',N/A
Ambrose's Nasty Temper,N/A
Ambrose's Sour Grapes,N/A
"Ambulance, The",N/A
Ambush,N/A
Ambush Bay,N/A
Ambush Trail,N/A
Ambush at Cimarron Pass,N/A
Ambush at Tomahawk Gap,N/A
Ambushed,N/A
"Ambushers, The",N/A
Amdaeng Muen kab nai Rid,N/A
Ame agaru,NA
Amei um bicheiro,N/A
Amen.,N/A
America,"176,636,816"
America 101,N/A
America 3000,N/A
America Is Waiting,N/A
America So Beautiful,N/A
"America a Roma, L'",NA
America at the Movies,N/A
America the Beautiful,N/A
America the Beautiful,N/A
America the Beautiful,N/A
America's Heart and Soul,NA
America's Hidden Weapon,N/A
America's Sweetheart: The Mary Pickford Story,N/A
America's Sweethearts,"93,008,426"
"America, America",N/A
"America, Preferred",N/A
American Adobo,"151,417"
American Angels: Baptism of Blood,N/A
American Anthem,N/A
American Aristocracy,N/A
"American Astronaut, The",N/A
American Beauty,N/A
American Beauty Pie,N/A
American Beer,N/A
American Beer,N/A
"American Bickman Burger, The",N/A
American Blonde,N/A
American Blue Note,N/A
American Born,N/A
American Boy: A Profile of: Steven Prince,N/A
American Boyfriends,N/A
American Buffalo,N/A
American Chai,N/A
American Commandos,N/A
American Cowboy,N/A
American Cyborg: Steel Warrior,N/A
American Daylight,N/A
American Desi,"630,133"
American Desire,N/A
American Detective,N/A
American Dragons,N/A
American Dream,N/A
American Dream Girls,N/A
"American Dream, An",N/A
American Dreamer,N/A
"American Dreamer, The",N/A
American Drive-In,N/A
American Dummy,N/A
American Eagle,N/A
American Empire,N/A
American Eunuchs,N/A
American Exile,N/A
American Fabulous,N/A
American Fame Pt. 1: Drowning River Phoenix,N/A
American Flatulators,N/A
American Flyers,N/A
American Friends,N/A
American Gigolo,N/A
American Gothic,NA
American Graffiti,N/A
American Guerrilla in the Philippines,N/A
American Gun,N/A
American Heart,N/A
American History,N/A
American History X,N/A
"American History: Resettlement of Japanese Americans in Greater Cleveland, An",NA
American Hollow,N/A
American Hot Wax,N/A
American Intellectuals,N/A
American Jedi,N/A
American Journeys,N/A
American Kickboxer,N/A
American Made,N/A
American Madness,N/A
American March,N/A
American Me,N/A
American Mod,N/A
American Movie: The Making of Northwestern,NA
American Mullet,N/A
American Mythologies,N/A
American Nightmare,N/A
"American Nightmare, The",N/A
American Ninja 2: The Confrontation,N/A
American Ninja 3: Blood Hunt,N/A
American Ninja 4: The Annihilation,N/A
American Ninja V,NA
American Nutria,N/A
American Outlaws,"11,888,985"
American Passport,N/A
American Perfekt,N/A
American Pi,N/A
American Pictures,N/A
American Pie,N/A
American Pie,N/A
American Pie 2,"144,044,409"
American Pop,N/A
"American President, The",N/A
American Psycho,N/A
American Raspberry,N/A
"American Rhapsody, An",NA
"American Road, The",N/A
"American Romance, An",NA
American Roulette,N/A
American Saint,N/A
"American Scream, The",N/A
American Shaolin,N/A
American Short,N/A
American Splendor,"5,977,550"
American Spoken Here,N/A
American Standoff,N/A
American Storytellers,N/A
American Strays,N/A
"American Success Company, The",N/A
"American Summer, An",NA
American Taboo,N/A
"American Tail, An",NA
"American Tail: Fievel Goes West, An",NA
American Tickler,N/A
American Tigers,N/A
"American Tragedy, An",NA
"American Vampire Story, An",NA
American Virgin,N/A
"American Waitress, New Mexico",N/A
American Wedding,"104,354,205"
"American Werewolf in London, An",NA
"American Werewolf in Paris, An",NA
American Yakuza,N/A
American Yearbook,N/A
"American in Paris, An",NA
Americaner Shadchen,N/A
"Americanization of Emily, The",N/A
Americano,N/A
"Americano a Roma, Un",NA
"Americano in vacanza, Un",NA
Americano rosso,N/A
"Americano, The",N/A
"Americano, The",N/A
Americanos: Latino Life in the United States,N/A
Americathon,N/A
Ameriikan raitti,NA
Amerika,NA
Amerika,NA
Amerikai anzix,NA
"Amerikanische Freund, Der",NA
"Amerikanische Soldat, Der",NA
Amerikanskaya doch,N/A
Amerikanskiy dedushka,N/A
Ameta,N/A
"Ami de Vincent, L'",NA
"Ami de mon amie, L'",NA
Amic/Amat,NA
"Amiche del cuore, Le",NA
"Amiche, Le",NA
Amici ahrarara,N/A
Amici miei,N/A
Amici miei atto II,NA
Amici miei atto III,NA
Amici per la pelle,NA
"Amico d'infanzia, L'",NA
"Amico del cuore, L'",NA
"Amico del padrino, L'",NA
Amida-do dayori,NA
"Amies de ma femme, Les",NA
"Amiga, La",N/A
Amigos,N/A
"Amigos, Los",NA
"Amis, Les",N/A
Amistad,N/A
Amityville 3-D,N/A
"Amityville Horror, The","64,255,243"
"Amityville Horror, The","64,255,243"
Amityville II: The Possession,N/A
"Amleto di meno, Un",NA
Ammazzali tutti e torna solo,NA
Ammoru,N/A
AmnesiA,NA
Amnesia,NA
Amnesia,NA
Amo tu cama rica,N/A
Amok,N/A
Amok,N/A
Amok,N/A
Amoklauf,N/A
Among Giants,N/A
Among Men,N/A
Among Others,N/A
Among Thieves,N/A
Among Those Present,N/A
Among the Cinders,N/A
Among the Living,N/A
Amongst Friends,N/A
Amor,N/A
Amor & Alquimia,N/A
Amor & Cia,N/A
"Amor - primera parte, El",NA
"Amor Natural, O",NA
Amor a la vuelta de la esquina,NA
Amor bandido,N/A
"Amor brujo, El",NA
"Amor brujo, El",NA
"Amor de Don Juan, El",NA
Amor en concreto,NA
Amor en el aire,NA
"Amor es una mujer gorda, El",NA
Amor estranho Amor,N/A
Amor idiota,NA
Amor libre,N/A
Amor nello specchio,NA
"Amor perjudica seriamente la salud, El",NA
Amor propio,NA
Amor vertical,N/A
"Amor y el espanto, El",NA
Amor y sexo,N/A
Amor!,N/A
"Amor, curiosidad, prozak y dudas",NA
"Amore a Roma, Un",NA
Amore amaro,N/A
"Amore di Marja, L'",NA
"Amore difficile, L'",NA
"Amore imperfetto, L'",NA
Amore in prima classe,N/A
Amore in quattro dimensioni,NA
Amore mio aiutami,NA
"Amore molesto, L'",NA
"Amore necessario, L'",NA
"Amore primitivo, L'",NA
"Amore probabilmente, L'",NA
"Amore ritorna, L'",NA
"Amore ritrovato, L'",NA
Amore sporco,NA
Amore tossico,NA
Amore!,N/A
"Amore, L'",N/A
"Amore, piombo e furore",NA
Amores,N/A
"Amores de Kafka, Los",NA
Amores perros,"4,856,342"
Amores que matan,N/A
Amores que matan,N/A
"Amori di Ercole, Gli",NA
Amori in corso,NA
Amorosa,N/A
"Amorosas, As",NA
"Amorous Adventures of Don Quixote and Sancho Panza, The",N/A
"Amorous Adventures of Moll Flanders, The",N/A
"Amorous Prawn, The",NA
Amors bilar,N/A
Amos & Andrew,N/A
Amour Infinity,N/A
"Amour aux sports d'hiver, L'",NA
"Amour avec des si, L'",NA
"Amour braque, L'",NA
"Amour c'est gai, l'amour c'est triste, L'",NA
Amour d'enfance,N/A
"Amour d'une femme, L'",NA
"Amour de la vie - Artur Rubinstein, L'",NA
"Amour en douce, L'",NA
"Amour en fuite, L'",NA
"Amour en question, L'",NA
Amour et confusions,NA
"Amour existe, L'",NA
"Amour fou, L'",N/A
"Amour par terre, L'",NA
"Amour, L'","6,700,000"
"Amour, L'","6,700,000"
"Amour, l'argent, l'amour, L'",NA
Amoureuse,N/A
"Amoureuse, L'",N/A
"Amoureuses, Les",NA
"Amoureux sont seuls au monde, Les",NA
"Amoureux, Les",NA
Amphitryon,N/A
Amplifier,N/A
"Amputee, The",N/A
Amsterdam Affair,N/A
Amsterdam Global Village,N/A
"Amsterdam Kill, The",N/A
Amsterdamned,N/A
Amu,N/A
"Amuleto de Ogum, O",NA
"Amulett des Todes, Das",N/A
Amuse-gueule,N/A
Amy,"7,851,076"
Amy,"7,851,076"
Amy,"7,851,076"
Amy Muller,N/A
Amy's Orgasm,N/A
"An 01, L'",NA
An Bloem,N/A
An eheis tyhi,N/A
An heiligen Wassern,NA
An itan to violi pouli,N/A
An ju,N/A
An-Magritt,N/A
Ana y los lobos,NA
Ana y los otros,NA
Anacardium,N/A
Anaconda,N/A
Anacondas: The Hunt for the Blood Orchid,"31,500,000"
"Anacoreta, El",NA
Anahy de las Misiones,N/A
Anak,N/A
Anal Intruder 2,N/A
Anal Intruder 3,N/A
"Analfabeto, El",NA
Analyze That,"32,070,920"
Analyze This,N/A
Anam,NA
Ananas,N/A
Anand,N/A
Anansi,N/A
Anantaram,N/A
Anaparastassi,NA
"Anarchist Cookbook, The",N/A
Anarchy TV,N/A
Anari,N/A
Anarkali,N/A
Anastasia,N/A
Anastasia,N/A
Anastasia - Die letzte Zarentochter,NA
Anastasia mio fratello ovvero il presunto capo dell'Anonima Assassini,NA
"Anata-ga suki desu, dai suki desu",N/A
Anatahan,N/A
Anatomia milosci,N/A
Anatomie,N/A
Anatomie 2,NA
Anatomie de l'enfer,NA
"Anatomist, The",N/A
Anatomy of Desire,N/A
Anatomy of a Fight,N/A
Anatomy of a Murder,N/A
Anatomy of a Psycho,N/A
"Anatra all'arancia, L'",N/A
Anayurt Oteli,NA
Anazahevun,NA
Anazapta,NA
Anazitisi,N/A
Anbe Sivam,N/A
Anche gli angeli mangiano fagioli,NA
Anche gli angeli tirano di destro,NA
Anche i commercialisti hanno un'anima,N/A
Anche nel west c'era una volta Dio,NA
Anchor Zone,N/A
Anchoress,N/A
Anchorman: The Legend of Ron Burgundy,"84,136,909"
Anchors Aweigh,N/A
"Anciens de Saint-Loup, Les",NA
Ancient Evil: Scream of the Mummy,N/A
Ancient Fistory,N/A
Ancient Warriors,N/A
And Baby Makes Three,N/A
And But So Then,N/A
And God Created Woman,N/A
And I Lived,N/A
And Now Miguel,N/A
And Now Tomorrow,N/A
And Now for Something Completely Different,N/A
And Now the Screaming Starts!,N/A
And Now... Ladies and Gentlemen...,"595,954"
And One Was Beautiful,N/A
And She Learned About Dames,N/A
And She Smiled,N/A
And So It Goes...,N/A
And Soon the Darkness,N/A
And Then Came Summer,N/A
And Then There Were None,NA
And Then There Were None,NA
And Then You Die,NA
And You Thought Your Parents Were Weird,N/A
And the Angels Sing,N/A
And the Same to You,N/A
"Anda, corre, vuela",NA
Andalousie,N/A
Andanggaman,NA
Andaz,N/A
Andaz,N/A
Andaz Apna Apna,N/A
Andel Exit,NA
Andelske oci,N/A
Ander Eta Yul,N/A
Anderland,N/A
Anders als du und ich,NA
"Anderson Tapes, The",N/A
Anderson Unbound,N/A
Anderssonskans Kalle,N/A
Anderssonskans Kalle,N/A
Anderssonskans Kalle i busform,N/A
Andi Ommsen ist der letzte Lude,N/A
Andjele moj dragi,N/A
Andjeo cuvar,NA
Ando volando bajo,N/A
Andoromedeia,NA
Andra dansen,NA
Andra sidan,N/A
Andre,N/A
"Andre skiftet, Det",NA
Andrea - Wie ein Blatt auf nackter Haut,NA
Andreaskorset,NA
Andrew and Jeremy Get Married,N/A
Androcles and the Lion,N/A
Android,N/A
"Andromeda Strain, The",N/A
Andromina: The Pleasure Planet,N/A
Andy,NA
Andy,NA
Andy Colby's Incredible Adventure,N/A
Andy Hardy Comes Home,N/A
Andy Hardy Gets Spring Fever,N/A
Andy Hardy Meets Debutante,N/A
Andy Hardy's Blonde Trouble,N/A
Andy Hardy's Dilemma: A Lesson in Mathematics... and Other Things,N/A
Andy Hardy's Double Life,N/A
Andy Hardy's Private Secretary,N/A
Andy Warhol,N/A
Andy in Love,N/A
"Andy, bloed en blond haar",N/A
Anekdoty,N/A
Ang wan nyn mung,NA
Ang.: Lone,N/A
Angae,N/A
"Ange de Goudron, L'",NA
"Ange et la femme, L'",NA
"Ange noir, L'",NA
"Ange, L'",N/A
Angel,NA
Angel,NA
Angel,NA
Angel 4: Undercover,N/A
"Angel Above, the Devil Below, The",N/A
Angel Baby,N/A
Angel City,N/A
Angel Express,N/A
Angel Eyes,N/A
Angel Eyes,N/A
Angel Face,N/A
Angel Heart,N/A
Angel Hill: l'ultima missione,NA
Angel III: The Final Chapter,N/A
Angel Mine,N/A
Angel Puss,N/A
Angel Rising,N/A
Angel Square,NA
Angel Town,N/A
Angel Unchained,N/A
"Angel Who Pawned Her Harp, The",N/A
"Angel Wore Red, The",N/A
Angel and Big Joe,N/A
Angel and the Badman,N/A
"Angel at My Table, An",NA
"Angel for May, An",NA
"Angel from Texas, An",NA
Angel in Exile,N/A
Angel in My Pocket,N/A
Angel in Training,N/A
Angel of Destruction,N/A
Angel of Fury,N/A
Angel of H.E.A.T.,N/A
Angel of Mercy,N/A
Angel of the Island,N/A
Angel on Fire,N/A
Angel on My Shoulder,N/A
Angel on My Shoulder,N/A
Angel on the Amazon,N/A
"Angel with the Trumpet, The",N/A
Angel's Dance,N/A
"Angel, Angel, Down We Go",N/A
Angela,N/A
Angela,N/A
Angela,N/A
Angela,N/A
Angela & Viril,N/A
Angela Mooney,N/A
Angela's Ashes,N/A
Angelfist,N/A
Angeli,N/A
Angeli bianchi... angeli neri,NA
"Angelic Conversation, The",N/A
Angelitos negros,N/A
Angelitos negros,N/A
Angelo Anda Sumido,N/A
Angelo My Love,N/A
"Angelo con la pistola, L'",NA
"Angelo per Satana, Un",NA
"Angelo, Fredo et Romeo",N/A
Angelochek sdelay radost,N/A
Angelos,N/A
Angels,"133,375,846"
Angels & Insects,"133,375,846"
Angels Die Hard,N/A
Angels Don't Sleep Here,N/A
Angels Hard as They Come,N/A
Angels Over Broadway,N/A
"Angels Wash Their Faces, The",N/A
Angels from Hell,N/A
Angels in Disguise,N/A
Angels in the Attic,N/A
Angels in the Outfield,N/A
Angels in the Outfield,N/A
Angels of the City,N/A
Angels with Broken Wings,N/A
Angels with Dirty Faces,N/A
Angels!,"133,375,846"
Angels' Alley,N/A
Angels' Brigade,N/A
Angels' Wild Women,N/A
Angelus,N/A
Angeluz,N/A
Angely v rayu,N/A
Anger Management,"133,756,285"
"Anges gardiens, Les",NA
Angi Vera,N/A
Angie,N/A
Angie,N/A
Angkor: Cambodia Express,N/A
"Anglaise et le duc, L'",NA
Angoisse,N/A
Angora Love,N/A
"Angry Breed, The",N/A
"Angry Hills, The",N/A
"Angry Red Planet, The",N/A
"Angry Silence, The",N/A
Angry and Moist: An Undead Chronicle,N/A
Angst,N/A
"Angst des Tormanns beim Elfmeter, Die",NA
Angst essen Seele auf,NA
"Anguilla da trecento milioni, Un'",NA
Angus,N/A
Angustia,N/A
Ani Ohev Otach Rosa,NA
Aniel,N/A
Anijam,N/A
Anima,N/A
Anima,N/A
Anima Mundi,N/A
"Anima divisa in due, Un'",NA
"Anima gemella, L'",N/A
Anima nera,N/A
Anima persa,N/A
Animal,N/A
Animal Behavior,N/A
Animal Crackers,N/A
Animal Factory,N/A
Animal Farm,N/A
Animal House,N/A
Animal Instincts,N/A
Animal Instincts II,N/A
Animal Instincts III,N/A
"Animal Kingdom, The","1,000,000"
Animal Room,N/A
"Animal World, The",NA
"Animal, L'",N/A
"Animal, The",N/A
"Animal, The",N/A
Animalada,NA
Animales racionales,N/A
Animali che attraversano la strada,NA
Animali pazzi,N/A
Animals,"12,000"
Animals Are Beautiful People,NA
"Animals Film, The",N/A
Animals and the Tollkeeper,NA
"Animals, The","12,000"
Animalympics,N/A
Animated Motion #5,N/A
Animated Self-Portraits,N/A
"Animation Show 2005, The",N/A
"Animation Show, The",N/A
Animato,N/A
"Animatrix: Final Flight of the Osiris, The",NA
"Animaux, Les",NA
Anime fiammeggianti,NA
Anino,N/A
Aniol w Krakowie,N/A
Anita,N/A
Anita,N/A
Anita Liberty,N/A
Anita and Me,NA
Anita no perd el tren,NA
Anja,N/A
Anja & Viktor,N/A
Anjaam,N/A
Anji,N/A
"Anjo Nasceu, O",NA
Anjo-ke no Butokai,N/A
Anjos da Noite,NA
Anjos do Arrabalde,N/A
Anklaget,NA
Ankokugai no bijo,NA
"Ankor, eshchyo ankor!",N/A
Ankur,N/A
Ankuram,N/A
Ankush,N/A
Anleitung zur sexuellen Unzufriedenheit,N/A
Anlian taohuayuan,NA
Ann Vickers,N/A
Anna,N/A
Anna,N/A
Anna,N/A
Anna & Bella,N/A
Anna - annA,N/A
Anna Boleyn,N/A
Anna Christie,N/A
Anna Christie,N/A
Anna Christie,N/A
Anna Is Being Stalked,N/A
Anna Karenina,"12,802,907"
Anna Karenina,"12,802,907"
Anna Karenina,"12,802,907"
Anna Karenina,"12,802,907"
Anna Karenina,"12,802,907"
Anna Lans,N/A
Anna Lucasta,N/A
Anna Lucasta,N/A
Anna Obsessed,NA
Anna Oz,N/A
Anna Pavlova,N/A
Anna Wunder,N/A
Anna and the King,N/A
Anna and the King of Siam,N/A
Anna di Brooklyn,NA
Anna in the Sky,N/A
Anna na shee,NA
"Anna, De",NA
Anna: Ot shesti do vosemnadtsati,NA
Annabel Takes a Tour,N/A
Annapolis Salute,N/A
"Annapolis Story, An",NA
Annas Sommer,N/A
Annas dag,N/A
Anne Frank's Diary,N/A
Anne Trister,N/A
Anne no nikki,N/A
Anne of Green Gables,NA
Anne of Green Gables,NA
Anne of Windy Poplars,N/A
Anne of the Indies,N/A
Anne of the Thousand Days,N/A
Anni ribelli,NA
Anni ruggenti,NA
Annibale,N/A
Annie,N/A
Annie Brocoli dans les fonds marins,N/A
Annie Get Your Gun,N/A
Annie Hall,N/A
Annie Oakley,N/A
Annie Was a Wonder,N/A
Annie's Coming Out,NA
Annigoni: Portrait of an Artist,N/A
"Annihilation of Fish, The",N/A
"Annihilators, The",N/A
Anniversary,N/A
"Anniversary Party, The","2,974,308"
"Anniversary, The",N/A
"Anniversary, The",N/A
Anno 2020 - I gladiatori del futuro,NA
Anno 79: La distruzione di Ercolano,NA
Anno uno,NA
Anno zero - guerra nello spazio,NA
Annonsera!,NA
"Announcement, The",N/A
"Ano natsu, ichiban shizukana umi",NA
Anolit,N/A
Anonimo veneziano,NA
Anonymous,"4,463,292"
Anonymous,"4,463,292"
Anonymously Yours,N/A
Another 48 Hrs.,N/A
Another Bad Day for Philip Jenkins,N/A
Another Chance,N/A
Another Country,N/A
Another Dawn,N/A
Another Day at the Races,NA
Another Day in Paradise,N/A
"Another Day, Another Man",N/A
Another Face,N/A
Another Fine Mess,N/A
Another Froggy Evening,N/A
Another Girl Another Planet,N/A
Another Language,N/A
Another Life,N/A
Another Man's Poison,N/A
Another Part of the Forest,N/A
Another Planet,N/A
Another Stakeout,N/A
Another State of Mind,N/A
Another Thin Man,N/A
"Another Time, Another Place",N/A
"Another Time, Another Place",N/A
Another Woman,N/A
Another You,N/A
Ansatsu,N/A
Ansichten eines Clowns,N/A
Ansikte mot ansikte,NA
Ansiktet,NA
Ant Pasted,N/A
Antagonia,N/A
Antarctica,N/A
Antares,N/A
Antarjali Jatra,N/A
Ante,N/A
Ante geia,NA
Antebios,N/A
Antenneforeningen,NA
Antes llega la muerte,NA
Anthar l'invincibile,NA
Anthem,N/A
Anthem,N/A
Anthony Adverse,N/A
Anthony Zimmer,N/A
Anthony's Desire,N/A
Anthracite,N/A
Anthrakitis,N/A
Anthrax,N/A
"Anthropaki, To",NA
Anthropophagous 2000,N/A
"Anthropos gia oles tis douleies, O",NA
"Anthropos me to garyfallo, O",NA
"Anthropos pou espage plaka, O",NA
"Anthropos pou etrehe poly, O",NA
"Anthropos pou gyrise apo tin zesti, O",NA
Anti Glamour,N/A
Anticipating Sarah,N/A
Anticipation of the Night,N/A
"Anticristo, L'",N/A
"Antidote, L'",N/A
Antigone/Rites of Passion,N/A
Antigoni,N/A
Antikiller,N/A
Antikiller 2: Antiterror,N/A
Antilles sur Seine,N/A
Antipoden,N/A
"Antique Shop, The",N/A
Antitrust,"10,965,209"
"Antman, The",N/A
Antoine et Antoinette,NA
Anton,N/A
Anton,N/A
Anton Ivanovich serditsya,NA
"Anton Spelec, ostrostrelec",NA
"Anton, der Letzte",NA
"Anton, der Zauberer",NA
Antonia,N/A
Antonia,N/A
Antonia and Jane,NA
Antonieta,N/A
Antonio,N/A
Antony and Cleopatra,N/A
Antropophagus,N/A
Ants in the Pantry,N/A
Ants in the Plants,N/A
Ants!,N/A
Antwone Fisher,"20,813,967"
Antychryst,N/A
Antz,N/A
Anubhav,N/A
Anupama,N/A
Anuradha,N/A
Anus Magillicutty,N/A
"Anvil Chorus Girl, The",N/A
Any Bonds Today?,N/A
Any Given Sunday,N/A
Any Little Girl That's a Nice Little Girl,N/A
Any Man's Death,N/A
Any Number Can Play,N/A
Any Old Port!,N/A
Any Rags,N/A
"Any Time, Any Place",N/A
"Any Time, Any Play",N/A
Any Way the Wind Blows,N/A
Any Wednesday,N/A
Any Which Way You Can,N/A
Anyangde guer,NA
Anybody's Son Will Do,N/A
Anybody's Woman,N/A
Anyone,N/A
Anything Can Happen,N/A
Anything Else,"3,135,535"
Anything Goes,N/A
Anything Goes,N/A
Anything Once,N/A
Anything for John,N/A
Anything for Love,N/A
Anywhere But Here,N/A
Anzio,N/A
"Anzuelo, El",NA
Ao Fim da Noite,N/A
Ao no hono-o,NA
Aoi haru,N/A
Aoud rih,NA
Ap to Hioni,NA
Apa,N/A
Apache,N/A
Apache Ambush,N/A
Apache Blood,N/A
Apache Chief,N/A
Apache Country,N/A
Apache Drums,N/A
"Apache Kid's Escape, The",N/A
Apache Rifles,N/A
Apache Rose,N/A
Apache Territory,N/A
Apache Trail,N/A
Apache Uprising,N/A
Apache War Smoke,N/A
Apache Warrior,N/A
Apache Woman,N/A
Apachen,N/A
"Apando, El",NA
Aparajito,N/A
Aparelho Voador a Baixa Altitude,NA
Apariencias,N/A
Apart from Hugh,N/A
Apartado de correos 1001,N/A
"Apartamento, O",NA
Aparte,N/A
Apartman,NA
Apartment #5C,N/A
Apartment 206,N/A
Apartment Zero,N/A
Apartment for Peggy,N/A
"Apartment, The",N/A
"Apartment, The",N/A
Apasionados,NA
Apassionata,NA
Ape,N/A
"Ape Man, The",N/A
Ape Suzette,N/A
"Ape regina, L'",NA
"Ape, The",N/A
"Apenanti, Oi",NA
Apenas un delincuente,NA
Apes of Wrath,N/A
"Apetta Giulia e la signora Vita, L'",NA
"Apfel ist ab, Der",NA
Aphrodesia's Diary,N/A
Aphrodite,N/A
Apinajuttu,NA
Apo pou pane gia tin havouza?,NA
Apo tin akri tis polis,NA
Apocalypse Now,N/A
Apocalypse domani,NA
"Apocalypse, The",N/A
Apollo 13,N/A
Apology for Murder,N/A
"Apontes, I",NA
Apoorva Sahodarargal,N/A
"Apostle, The",N/A
"Apothekerin, Die",NA
Apotheosis,N/A
"Appaloosa, The","20,157,730"
Apparatspott - Gerangel in Ruum un Tied,N/A
"Appartement, L'",N/A
Appassionata,N/A
Appassionata,N/A
Appassionate,N/A
Appetite,N/A
Applause,N/A
"Apple Dumpling Gang Rides Again, The",N/A
"Apple Dumpling Gang, The",N/A
"Apple a Day, An",NA
"Apple, The",N/A
Apples & Oranges,N/A
Appointment for Love,N/A
Appointment in Berlin,N/A
Appointment in Honduras,N/A
Appointment in London,NA
Appointment in Tokyo,N/A
Appointment with Crime,N/A
Appointment with Danger,N/A
Appointment with Death,N/A
Appointment with Fear,N/A
Appointment with Murder,N/A
Appointment with Venus,NA
"Appointment, The",N/A
"Appointment, The",N/A
"Appointment, The",N/A
"Appointments of Dennis Jennings, The",N/A
Appreciating Your Parents,N/A
"Apprenti salaud, L'",NA
Apprentice,"2,578"
Apprentice to Murder,N/A
"Apprentice, The","2,578"
"Apprenticeship of Duddy Kravitz, The",N/A
"Apprentis, Les",NA
Appu Chesi Pappu Koodu,N/A
Appuntamento a Ischia,N/A
Appuntamento a Liverpool,N/A
Appuntamento col disonore,N/A
Appunti per un'Orestiade africana,NA
Aprel,N/A
Aprikoser,N/A
April Fool,N/A
"April Fools, The",N/A
April Love,N/A
April Showers,N/A
April in Paris,N/A
April's Fool,N/A
April's Shower,N/A
"April, April!",N/A
Aprile,N/A
Aprilkinder,NA
Aprimi il cuore,NA
Apsolutnih sto,NA
Apt Pupil,N/A
Apt. 310,N/A
Apur Sansar,NA
Aqua Duck,N/A
Aquamania,N/A
Aquanoids,N/A
Aquarela do Brasil,N/A
Aquarios,N/A
"Aquarium, L'",N/A
Aquatic Wizards,N/A
Aquel ritmillo,N/A
Aquella casa en las afueras,N/A
Aquesta nit o mai,N/A
Aqui jaz Helena,NA
Aqui na Terra,N/A
Arabella,N/A
Arabesk,N/A
Arabesque,N/A
Arabian Adventure,N/A
Arabian Gun Twirler,N/A
Arabian Knight,N/A
Arabian Nights,N/A
Araburu tamashii-tachi,NA
Arachnid,N/A
Arachnophobia,N/A
Aradhana,N/A
Aragami,N/A
Aragosta a colazione,NA
Arahan jangpung daejakjeon,NA
Arajin to maho no ranpu,NA
Arak el-balah,NA
Arakimentari,N/A
Arakure,N/A
Aram,N/A
Aramesh dar Hozur Deegaran,NA
"Aranyember, Az",NA
Aranyer Din Ratri,NA
Ararat,N/A
Arashi ga oka,NA
Araya,N/A
"Arbitro, L'",NA
Arbor Day,N/A
"Arbre au chien pendu, L'",NA
"Arbre de Guernica, L'",NA
"Arbre de les cireres, L'",NA
"Arbre mort, L'",NA
Arbres,N/A
Arc,N/A
"Arc, The",N/A
"Arcadian Maid, An",NA
"Arcandiers, Les",NA
"Arcano incantatore, L'",NA
Arch of Triumph,N/A
Archangel,N/A
"Arche Noah Prinzip, Das",N/A
Archer's Adventure,NA
Archibald the Rainbow Painter,N/A
Architekten,N/A
"Arcidiavolo, L'",NA
"Arciere di Sherwood, L'",NA
Arctic Antics,N/A
Arctic Blue,N/A
Arctic Flight,N/A
"Arctic Giant, The",N/A
Ard al-Khof,NA
"Ard, al-",NA
"Arde, amor",N/A
Ardena,N/A
Ardh Satya,N/A
Ardiente paciencia,NA
"Ardilla roja, La",NA
Are Crooks Dishonest?,N/A
Are Parents People?,N/A
Are These Our Children,N/A
Are We Civilized?,N/A
Are We Still Married,N/A
Are We There Yet?,"82,301,521"
Are You Being Served?,NA
Are You Cinderella?,N/A
Are You Feeling Lonely?,N/A
Are You Listening?,N/A
Are You Popular?,N/A
Are You Ready for Marriage?,N/A
Are You a Serial Killer,N/A
Are You with It?,N/A
Arena,N/A
Arena,N/A
"Arena, The",N/A
"Arena, The",N/A
Aretz Hadasha,NA
Areumdawoon sheejul,NA
Argent content,N/A
"Argent de poche, L'",NA
"Argent des autres, L'",NA
"Argent, L'",N/A
"Argent, L'",N/A
Argentine Nights,N/A
"Argentino en New York, Un",NA
Arguing the World,N/A
"Argyle Secrets, The",N/A
"Arhontissa kai o alitis, I",NA
Ari-Baba to yonjuppiki no tozoku,NA
Aria,N/A
Aria dla atlety,N/A
"Aria serena dell'ovest, L'",NA
Arie prerie,NA
Ariel,N/A
Arimpara,NA
Arisan!,N/A
"Arise, My Love",N/A
"Aristo-Cat, The",N/A
"Aristocats, The",N/A
"Arithmimenoi, Oi",NA
Arizona,N/A
Arizona,N/A
Arizona Bad Man,N/A
Arizona Bound,N/A
Arizona Bushwhackers,N/A
Arizona Colt,N/A
Arizona Cowboy,N/A
